name,dexID,type1,type2,Ability 1,Ability 2,Hidden,weight (in lbs),baseStatTotal,baseHP,baseAtk,baseDef,baseSpAtk,baseSpDef,baseSpeed,gen9Legal,mostRecentUsageTier
Staraptor,398,Normal,Flying,Intimidate,,Reckless,54.9,485,85,120,70,50,60,100,TRUE,UU
Bidoof,399,Normal,,Simple,Unaware,Moody,44.1,250,59,45,40,35,40,31,FALSE,PU
Bibarel,400,Normal,Water,Simple,Unaware,Moody,69.4,410,79,85,60,55,60,71,FALSE,PU
Kricketot,401,Bug,,Shed Skin,,Run Away,4.9,194,37,25,41,25,41,25,TRUE,PU
Kricketune,402,Bug,,Swarm,,Technician,56.2,384,77,85,51,55,51,65,TRUE,PU
Shinx,403,Electric,,Rivalry,Intimidate,Guts,20.9,263,45,65,34,40,34,45,TRUE,PU
Luxio,404,Electric,,Rivalry,Intimidate,Guts,67.2,363,60,85,49,60,49,60,TRUE,PU
Luxray,405,Electric,,Rivalry,Intimidate,Guts,92.6,523,80,120,79,95,79,70,TRUE,PU
Budew,406,Grass,Poison,Natural Cure,Poison Point,Leaf Guard,2.6,280,40,30,35,50,70,55,FALSE,PU
Roserade,407,Grass,Poison,Natural Cure,Poison Point,Technician,32,515,60,70,65,125,105,90,FALSE,RU
Cranidos,408,Rock,,Mold Breaker,,Sheer Force,69.4,350,67,125,40,30,30,58,FALSE,PU
Rampardos,409,Rock,,Mold Breaker,,Sheer Force,226,495,97,165,60,65,50,58,FALSE,PU
Shieldon,410,Rock,Steel,Sturdy,,Soundproof,125.7,350,30,42,118,42,88,30,FALSE,PU
Bastiodon,411,Rock,Steel,Sturdy,,Soundproof,329.6,495,60,52,168,47,138,30,FALSE,PU
Burmy-PlantCloak,412.1,Bug,,Shed Skin,,Overcoat,7.5,224,40,29,45,29,45,36,FALSE,PU
Burmy-SandyCloak,412.2,Bug,,Shed Skin,,Overcoat,7.5,224,40,29,45,29,45,36,FALSE,PU
Burmy-TrashCloak,412.3,Bug,,Shed Skin,,Overcoat,7.5,224,40,29,45,29,45,36,FALSE,PU
Wormadam-PlantCloak,413.1,Bug,Grass,Anticipation,,Overcoat,14.3,424,60,59,85,79,105,36,FALSE,PU
Wormadam-SandyCloak,413.2,Bug,Ground,Anticipation,,Overcoat,14.3,424,60,79,105,59,85,36,FALSE,PU
Wormadam-TrashCloak,413.3,Bug,Steel,Anticipation,,Overcoat,14.3,424,60,69,95,69,95,36,FALSE,PU
Mothim,414,Bug,Flying,Swarm,,Tinted Lens,51.4,424,70,94,50,94,50,66,FALSE,PU
Combee,415,Bug,Flying,Honey Gather,,Hustle,12.1,244,30,30,42,30,42,70,TRUE,PU
Vespiquen,416,Bug,Flying,Pressure,,Unnerve,84.9,474,70,80,102,80,102,40,TRUE,NU
Pachirisu,417,Electric,,Run Away,Pickup,Volt Absorb,8.6,405,60,45,70,45,90,95,TRUE,PU
Buizel,418,Water,,Swift Swim,,Water Veil,65,330,55,65,35,60,30,85,TRUE,PU
Floatzel,419,Water,,Swift Swim,,Water Veil,73.9,495,85,105,55,85,50,115,TRUE,RU
Cherubi,420,Grass,,Chlorophyll,,,7.3,275,45,35,45,62,53,35,FALSE,PU
Cherrim,421,Grass,,Flower Gift,,,20.5,450,70,60,70,87,78,85,FALSE,PU
Shellos,422,Water,,Sticky Hold,Storm Drain,Sand Force,13.9,325,76,48,48,57,62,34,TRUE,PU
Gastrodon,423,Water,Ground,Sticky Hold,Storm Drain,Sand Force,65.9,475,111,83,68,92,82,39,TRUE,UU
Ambipom,424,Normal,,Technician,Pickup,Skill Link,44.8,482,75,100,66,60,66,115,FALSE,NU
Drifloon,425,Ghost,Flying,Aftermath,Unburden,Flare Boost,2.6,348,90,50,34,60,44,70,TRUE,PU
Drifblim,426,Ghost,Flying,Aftermath,Unburden,Flare Boost,33.1,498,150,80,44,90,54,80,TRUE,NU
Buneary,427,Normal,,Run Away,Klutz,Limber,12.1,350,55,66,44,44,56,85,FALSE,PU
Lopunny,428,Normal,,Cute Charm,Klutz,Limber,73.4,480,65,76,84,54,96,105,FALSE,PU
MegaLopunny,428.1,Normal,Fighting,Scrappy,,,62.3,580,65,136,94,54,96,135,FALSE,OU
Mismagius,429,Ghost,,Levitate,,,9.7,495,60,60,60,105,105,105,TRUE,RU
Honchkrow,430,Dark,Flying,Insomnia,Super Luck,Moxie,60.2,505,100,125,52,105,52,71,TRUE,NU
Glameow,431,Normal,,Limber,Own Tempo,Keen Eye,8.6,310,49,55,42,42,37,85,FALSE,PU
Purugly,432,Normal,,Thick Fat,Own Tempo,Defiant,96.6,452,71,82,64,64,59,112,FALSE,PU
Chingling,433,Psychic,,Levitate,,,1.3,285,45,30,50,65,50,45,FALSE,PU
Stunky,434,Poison,Dark,Stench,Aftermath,Keen Eye,42.3,329,63,63,47,41,41,74,TRUE,PU
Skuntank,435,Poison,Dark,Stench,Aftermath,Keen Eye,83.8,479,103,93,67,71,61,84,TRUE,PU
Bronzor,436,Steel,Psychic,Levitate,Heatproof,Heavy Metal,133.4,300,57,24,86,24,86,23,TRUE,PU
Bronzong,437,Steel,Psychic,Levitate,Heatproof,Heavy Metal,412.3,500,67,89,116,79,116,33,TRUE,RU
Bonsly,438,Rock,,Sturdy,Rock Head,Rattled,33.1,290,50,80,95,10,45,10,TRUE,PU
MimeJr.,439,Psychic,Fairy,Soundproof,Filter,Technician,28.7,310,20,25,45,70,90,60,FALSE,PU
Happiny,440,Normal,,Natural Cure,Serene Grace,Friend Guard,53.8,220,100,5,5,15,65,30,TRUE,PU
Chatot,441,Normal,Flying,Keen Eye,Tangled Feet,Big Pecks,4.2,411,76,65,45,92,42,91,FALSE,PU
Spiritomb,442,Ghost,Dark,Pressure,,Infiltrator,238.1,485,50,92,108,92,108,35,TRUE,NU
Gible,443,Dragon,Ground,Sand Veil,,Rough Skin,45.2,300,58,70,45,40,45,42,TRUE,PU
Gabite,444,Dragon,Ground,Sand Veil,,Rough Skin,123.5,410,68,90,65,50,55,82,TRUE,PU
Garchomp,445,Dragon,Ground,Sand Veil,,Rough Skin,209.8,600,108,130,95,80,85,102,TRUE,OU
MegaGarchomp,445.1,Dragon,Ground,Sand Force,,,209.8,700,108,170,115,120,95,92,FALSE,OU
Munchlax,446,Normal,,Pickup,Thick Fat,Gluttony,231.5,390,135,85,40,40,85,5,FALSE,PU
Riolu,447,Fighting,,Steadfast,Inner Focus,Prankster,44.5,285,40,70,40,35,40,60,TRUE,PU
Lucario,448,Fighting,Steel,Steadfast,Inner Focus,Justified,119,525,70,110,70,115,70,90,TRUE,UU
MegaLucario,448.1,Fighting,Steel,Adaptability,,,126.8,625,70,145,88,140,70,112,FALSE,Uber
Hippopotas,449,Ground,,Sand Stream,,Sand Force,109.1,330,68,72,78,38,42,32,TRUE,PU
Hippowdon,450,Ground,,Sand Stream,,Sand Force,661.4,525,108,112,118,68,72,47,TRUE,UU
Skorupi,451,Poison,Bug,Battle Armor,Sniper,Keen Eye,26.5,330,40,50,90,30,55,65,FALSE,PU
Drapion,452,Poison,Dark,Battle Armor,Sniper,Keen Eye,135.6,500,70,90,110,60,75,95,FALSE,NU
Croagunk,453,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,50.7,300,48,61,40,61,40,50,TRUE,PU
Toxicroak,454,Poison,Fighting,Anticipation,Dry Skin,Poison Touch,97.9,490,83,106,65,86,65,85,TRUE,NU
Carnivine,455,Grass,,Levitate,,,59.5,454,74,100,72,90,72,46,FALSE,PU
Finneon,456,Water,,Swift Swim,Storm Drain,Water Veil,15.4,330,49,49,56,49,61,66,TRUE,PU
Lumineon,457,Water,,Swift Swim,Storm Drain,Water Veil,52.9,460,69,69,76,69,86,91,TRUE,PU
Mantyke,458,Water,Flying,Swift Swim,Water Absorb,Water Veil,143.3,345,45,20,50,60,120,50,FALSE,PU
Snover,459,Grass,Ice,Snow Warning,,Soundproof,111.3,334,60,62,50,62,60,40,TRUE,PU
Abomasnow,460,Grass,Ice,Snow Warning,,Soundproof,298.7,494,90,92,75,92,85,60,TRUE,NU
MegaAbomasnow,460.1,Grass,Ice,Snow Warning,,,407.9,594,90,132,105,132,105,30,FALSE,NU
Weavile,461,Dark,Ice,Pressure,,Pickpocket,75,510,70,120,65,45,85,125,TRUE,RU
Magnezone,462,Electric,Steel,Magnet Pull,Sturdy,Analytic,396.8,535,70,70,115,130,90,60,TRUE,UU
Lickilicky,463,Normal,,Own Tempo,Oblivious,Cloud Nine,308.6,515,110,85,95,80,95,50,FALSE,PU
Rhyperior,464,Ground,Rock,Lightning Rod,Solid Rock,Reckless,623.5,535,115,140,130,55,55,40,FALSE,RU
Tangrowth,465,Grass,,Chlorophyll,Leaf Guard,Regenerator,283.5,535,100,100,125,110,50,50,FALSE,UU
Electivire,466,Electric,,Motor Drive,,Vital Spirit,305.6,540,75,123,67,95,85,95,FALSE,PU
Magmortar,467,Fire,,Flame Body,,Vital Spirit,149.9,540,75,95,67,125,95,83,FALSE,PU
Togekiss,468,Fairy,Flying,Hustle,Serene Grace,Super Luck,83.8,545,85,50,95,120,115,80,FALSE,RU
Yanmega,469,Bug,Flying,Speed Boost,Tinted Lens,Frisk,113.5,515,86,76,86,116,56,95,FALSE,RU
Leafeon,470,Grass,,Leaf Guard,,Chlorophyll,56.2,525,65,110,130,60,65,95,TRUE,PU
Glaceon,471,Ice,,Snow Cloak,,Ice Body,57.1,525,65,60,110,130,95,65,TRUE,PU
Gliscor,472,Ground,Flying,Hyper Cutter,Sand Veil,Poison Heal,93.7,510,75,95,125,45,75,95,FALSE,OU
Mamoswine,473,Ice,Ground,Oblivious,Snow Cloak,Thick Fat,641.5,530,110,130,80,70,60,80,FALSE,UU
Porygon-Z,474,Normal,,Adaptability,Download,Analytic,75,535,85,80,70,135,75,90,FALSE,RU
Gallade,475,Psychic,Fighting,Steadfast,Sharpness,Justified,114.6,518,68,125,65,65,115,80,TRUE,UU
MegaGallade,475.1,Psychic,Fighting,Inner Focus,,,124.3,618,68,165,95,65,115,110,FALSE,OU
Probopass,476,Rock,Steel,Sturdy,Magnet Pull,Sand Force,749.6,525,60,55,145,75,150,40,FALSE,PU
Dusknoir,477,Ghost,,Pressure,,Frisk,235,525,45,100,135,65,135,45,FALSE,PU
Froslass,478,Ice,Ghost,Snow Cloak,,Cursed Body,58.6,480,70,80,70,80,70,110,TRUE,RU
Rotom,479,Electric,Ghost,Levitate,,,0.7,440,50,50,77,95,77,91,TRUE,NU
FanRotom,479.1,Electric,Flying,Levitate,,,0.7,520,50,65,107,105,107,86,TRUE,PU
HeatRotom,479.2,Electric,Fire,Levitate,,,0.7,520,50,65,107,105,107,86,TRUE,RU
FrostRotom,479.3,Electric,Ice,Levitate,,,0.7,520,50,65,107,105,107,86,TRUE,PU
MowRotom,479.4,Electric,Grass,Levitate,,,0.7,520,50,65,107,105,107,86,TRUE,RU
WashRotom,479.5,Electric,Water,Levitate,,,0.7,520,50,65,107,105,107,86,TRUE,OU
Uxie,480,Psychic,,Levitate,,,0.7,580,75,75,130,75,130,95,FALSE,PU
Mesprit,481,Psychic,,Levitate,,,0.7,580,80,105,105,105,105,80,FALSE,PU
Azelf,482,Psychic,,Levitate,,,0.7,580,75,125,70,125,70,115,FALSE,UU
Dialga,483,Steel,Dragon,Pressure,,Telepathy,1505.8,680,100,120,120,150,100,90,FALSE,Uber
Dialga-Origin,483.1,Steel,Dragon,Pressure,,Telepathy,1873.9,680,100,100,120,150,120,90,FALSE,Uber
Palkia,484,Water,Dragon,Pressure,,Telepathy,740.8,680,90,120,100,150,120,100,FALSE,Uber
Palkia-Origin,484.1,Water,Dragon,Pressure,,Telepathy,1455,680,90,100,100,150,120,120,FALSE,Uber
Heatran,485,Fire,Steel,Flash Fire,,Flame Body,948,600,91,90,106,130,106,77,FALSE,OU
Regigigas,486,Normal,,Slow Start,,,925.9,670,110,160,110,80,110,100,FALSE,PU
Giratina-Origin,487,Ghost,Dragon,Pressure,,Telepathy,1433,680,150,120,100,120,100,90,FALSE,Uber
Giratina-Altered,487.1,Ghost,Dragon,Levitate,,,1653.5,680,150,100,120,100,120,90,FALSE,Uber
Cresselia,488,Psychic,,Levitate,,,188.7,580,120,70,110,75,120,85,FALSE,RU
Phione,489,Water,,Hydration,,,6.8,480,80,80,80,80,80,80,FALSE,PU
Manaphy,490,Water,,Hydration,,,3.1,600,100,100,100,100,100,100,FALSE,OU
Darkrai,491,Dark,,Bad Dreams,,,111.3,600,70,90,90,135,90,125,FALSE,Uber
Shaymin-Land,492,Grass,,Natural Cure,,,4.6,600,100,100,100,100,100,100,FALSE,RU
Shaymin-Sky,492.1,Grass,Flying,Serene Grace,,,11.5,600,100,103,75,120,75,127,FALSE,Uber
Arceus,493,Normal,,Multitype,,,705.5,720,120,120,120,120,120,120,FALSE,Uber
Victini,494,Psychic,Fire,Victory Star,,,8.8,600,100,100,100,100,100,100,FALSE,OU
Snivy,495,Grass,,Overgrow,,Contrary,17.9,308,45,45,55,45,55,63,FALSE,PU
Servine,496,Grass,,Overgrow,,Contrary,35.3,413,60,60,75,60,75,83,FALSE,PU
Serperior,497,Grass,,Overgrow,,Contrary,138.9,528,75,75,95,75,95,113,FALSE,OU
Tepig,498,Fire,,Blaze,,Thick Fat,21.8,308,65,63,45,45,45,45,FALSE,PU
Pignite,499,Fire,Fighting,Blaze,,Thick Fat,122.4,418,90,93,55,70,55,55,FALSE,PU
Emboar,500,Fire,Fighting,Blaze,,Reckless,330.7,528,110,123,65,100,65,65,FALSE,RU
Oshawott,501,Water,,Torrent,,Shell Armor,13,308,55,55,45,63,45,45,FALSE,PU
Dewott,502,Water,,Torrent,,Shell Armor,54,413,75,75,60,83,60,60,FALSE,PU
Samurott,503,Water,,Torrent,,Shell Armor,208.6,528,95,100,85,108,70,70,FALSE,NU
HisuianSamurott,503.1,Water,Dark,Torrent,,Sharpness,128.3,528,90,108,80,100,65,85,FALSE,
Patrat,504,Normal,,Run Away,Keen Eye,Analytic,25.6,255,45,55,39,35,39,42,FALSE,PU
Watchog,505,Normal,,Illuminate,Keen Eye,Analytic,59.5,420,60,85,69,60,69,77,FALSE,PU
Lillipup,506,Normal,,Vital Spirit,Pickup,Run Away,9,275,45,60,45,25,45,55,FALSE,PU
Herdier,507,Normal,,Intimidate,Sand Rush,Scrappy,32.4,370,65,80,65,35,65,60,FALSE,PU
Stoutland,508,Normal,,Intimidate,Sand Rush,Scrappy,134.5,500,85,110,90,45,90,80,FALSE,PU
Purrloin,509,Dark,,Limber,Unburden,Prankster,22.3,281,41,50,37,50,37,66,FALSE,PU
Liepard,510,Dark,,Limber,Unburden,Prankster,82.7,446,64,88,50,88,50,106,FALSE,PU
Pansage,511,Grass,,Gluttony,,Overgrow,23.1,316,50,53,48,53,48,64,FALSE,PU
Simisage,512,Grass,,Gluttony,,Overgrow,67.2,498,75,98,63,98,63,101,FALSE,PU
Pansear,513,Fire,,Gluttony,,Blaze,24.3,316,50,53,48,53,48,64,FALSE,PU
Simisear,514,Fire,,Gluttony,,Blaze,61.7,498,75,98,63,98,63,101,FALSE,PU
Panpour,515,Water,,Gluttony,,Torrent,29.8,316,50,53,48,53,48,64,FALSE,PU
Simipour,516,Water,,Gluttony,,Torrent,63.9,498,75,98,63,98,63,101,FALSE,PU
Munna,517,Psychic,,Forewarn,Synchronize,Telepathy,51.4,292,76,25,45,67,55,24,FALSE,PU
Musharna,518,Psychic,,Forewarn,Synchronize,Telepathy,133.4,487,116,55,85,107,95,29,FALSE,PU
Pidove,519,Normal,Flying,Big Pecks,Super Luck,Rivalry,4.6,264,50,55,50,36,30,43,FALSE,PU
Tranquill,520,Normal,Flying,Big Pecks,Super Luck,Rivalry,33.1,358,62,77,62,50,42,65,FALSE,PU
Unfezant,521,Normal,Flying,Big Pecks,Super Luck,Rivalry,63.9,488,80,115,80,65,55,93,FALSE,PU
Blitzle,522,Electric,,Lightning Rod,Motor Drive,Sap Sipper,65.7,295,45,60,32,50,32,76,FALSE,PU
Zebstrika,523,Electric,,Lightning Rod,Motor Drive,Sap Sipper,175.3,497,75,100,63,80,63,116,FALSE,PU
Roggenrola,524,Rock,,Sturdy,Weak Armor,Sand Force,39.7,280,55,75,85,25,25,15,FALSE,PU
Boldore,525,Rock,,Sturdy,Weak Armor,Sand Force,224.9,390,70,105,105,50,40,20,FALSE,PU
Gigalith,526,Rock,,Sturdy,Sand Stream,Sand Force,573.2,515,85,135,130,60,80,25,FALSE,PU
Woobat,527,Psychic,Flying,Unaware,Klutz,Simple,4.6,323,65,45,43,55,43,72,FALSE,PU
Swoobat,528,Psychic,Flying,Unaware,Klutz,Simple,23.1,425,67,57,55,77,55,114,FALSE,PU
Drilbur,529,Ground,,Sand Rush,Sand Force,Mold Breaker,18.7,328,60,85,40,30,45,68,FALSE,PU
Excadrill,530,Ground,Steel,Sand Rush,Sand Force,Mold Breaker,89.1,508,110,135,60,50,65,88,FALSE,UU
Audino,531,Normal,,Healer,Regenerator,Klutz,68.3,445,103,60,86,60,86,50,FALSE,PU
MegaAudino,531.1,Normal,Fairy,Healer,,,70.5,545,103,60,126,80,126,50,FALSE,NU
Timburr,532,Fighting,,Guts,Sheer Force,Iron Fist,27.6,305,75,80,55,25,35,35,FALSE,PU
Gurdurr,533,Fighting,,Guts,Sheer Force,Iron Fist,88.2,405,85,105,85,40,50,40,FALSE,PU
Conkeldurr,534,Fighting,,Guts,Sheer Force,Iron Fist,191.8,505,105,140,95,55,65,45,FALSE,UU
Tympole,535,Water,,Swift Swim,Hydration,Water Absorb,9.9,294,50,50,40,50,40,64,FALSE,PU
Palpitoad,536,Water,Ground,Swift Swim,Hydration,Water Absorb,37.5,384,75,65,55,65,55,69,FALSE,PU
Seismitoad,537,Water,Ground,Swift Swim,Poison Touch,Water Absorb,136.7,509,105,95,75,85,75,74,FALSE,RU
Throh,538,Fighting,,Guts,Inner Focus,Mold Breaker,122.4,465,120,100,85,30,85,45,FALSE,PU
Sawk,539,Fighting,,Sturdy,Inner Focus,Mold Breaker,112.4,465,75,125,75,30,75,85,FALSE,PU
Sewaddle,540,Bug,Grass,Swarm,Chlorophyll,Overcoat,5.5,310,45,53,70,40,60,42,FALSE,PU
Swadloon,541,Bug,Grass,Leaf Guard,Chlorophyll,Overcoat,16.1,380,55,63,90,50,80,42,FALSE,PU
Leavanny,542,Bug,Grass,Swarm,Chlorophyll,Overcoat,45.2,500,75,103,80,70,80,92,FALSE,PU
Venipede,543,Bug,Poison,Poison Point,Swarm,Speed Boost,11.7,260,30,45,59,30,39,57,FALSE,PU
Whirlipede,544,Bug,Poison,Poison Point,Swarm,Speed Boost,129,360,40,55,99,40,79,47,FALSE,PU
Scolipede,545,Bug,Poison,Poison Point,Swarm,Speed Boost,442,485,60,100,89,55,69,112,FALSE,UU
Cottonee,546,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,1.3,280,40,27,60,37,50,66,FALSE,PU
Whimsicott,547,Grass,Fairy,Prankster,Infiltrator,Chlorophyll,14.6,480,60,67,85,77,75,116,FALSE,PU
Petilil,548,Grass,,Chlorophyll,Own Tempo,Leaf Guard,14.6,280,45,35,50,70,50,30,TRUE,PU
Lilligant,549,Grass,,Chlorophyll,Own Tempo,Leaf Guard,35.9,480,70,60,75,110,75,90,TRUE,PU
HisuianLilligant,549.1,Grass,Fighting,Chlorophyll,Hustle,Leaf Guard,42.3,480,70,105,75,50,75,105,FALSE,
Basculin-Blue-Striped,550,Water,,Rock Head,Adaptability,Mold Breaker,39.7,460,70,92,65,80,55,98,TRUE,NU
Basculin-Red-Striped,550.1,Water,,Reckless,Adaptability,Mold Breaker,39.7,460,70,92,65,80,55,98,TRUE,NU
Basculin-White-Striped,550.2,Water,,Rattled,Adaptability,Mold Breaker,39.7,460,70,92,65,80,55,98,FALSE,NU
Sandile,551,Ground,Dark,Intimidate,Moxie,Anger Point,33.5,292,50,72,35,35,35,65,TRUE,PU
Krokorok,552,Ground,Dark,Intimidate,Moxie,Anger Point,73.6,351,60,82,45,45,45,74,TRUE,PU
Krookodile,553,Ground,Dark,Intimidate,Moxie,Anger Point,212.3,519,95,117,80,65,70,92,TRUE,RU
Darumaka,554,Fire,,Hustle,,Inner Focus,82.7,315,70,90,45,15,45,50,FALSE,PU
GalarianDarumaka,554.1,Ice,,Hustle,,Inner Focus,88.2,315,70,90,45,15,45,50,FALSE,PU
Darmanitan,555,Fire,,Sheer Force,,Zen Mode,204.8,480,105,140,55,30,55,95,FALSE,UU
ZenDarmanitan,555.1,Fire,Psychic,Zen Mode,,,264.6,540,105,30,105,140,105,55,FALSE,UU
GalarianDarmanitan,555.2,Ice,,Gorilla Tactics,,Zen Mode,264.6,480,105,140,55,30,55,95,FALSE,UU
GalarianZenDarmanitan,555.3,Ice,Fire,Zen Mode,,,264.6,540,105,160,55,30,55,135,FALSE,OU
Maractus,556,Grass,,Water Absorb,Chlorophyll,Storm Drain,61.7,461,75,86,67,106,67,60,FALSE,PU
Dwebble,557,Bug,Rock,Sturdy,Shell Armor,Weak Armor,32,325,50,65,85,35,35,55,FALSE,PU
Crustle,558,Bug,Rock,Sturdy,Shell Armor,Weak Armor,440.9,485,70,105,125,65,75,45,FALSE,PU
Scraggy,559,Dark,Fighting,Shed Skin,Moxie,Intimidate,26,348,50,75,70,35,70,48,FALSE,PU
Scrafty,560,Dark,Fighting,Shed Skin,Moxie,Intimidate,66.1,488,65,90,115,45,115,58,FALSE,NU
Sigilyph,561,Psychic,Flying,Wonder Skin,Magic Guard,Tinted Lens,30.9,490,72,58,80,103,80,97,FALSE,RU
Yamask,562,Ghost,,Mummy,,,3.3,303,38,30,85,55,65,30,FALSE,PU
GalarianYamask,562.1,Ground,Ghost,Wandering Spirit,,,3.3,303,38,55,85,30,65,30,FALSE,PU
Cofagrigus,563,Ghost,,Mummy,,,168.7,483,58,50,145,95,105,30,FALSE,PU
Tirtouga,564,Water,Rock,Solid Rock,Sturdy,Swift Swim,36.4,355,54,78,103,53,45,22,FALSE,PU
Carracosta,565,Water,Rock,Solid Rock,Sturdy,Swift Swim,178.6,495,74,108,133,83,65,32,FALSE,PU
Archen,566,Rock,Flying,Defeatist,,,20.9,401,55,112,45,74,45,70,FALSE,PU
Archeops,567,Rock,Flying,Defeatist,,,70.5,567,75,140,65,112,65,110,FALSE,PU
Trubbish,568,Poison,,Stench,Sticky Hold,Aftermath,68.3,329,50,50,62,40,62,65,FALSE,PU
Garbodor,569,Poison,,Stench,Weak Armor,Aftermath,236.6,474,80,95,82,60,82,75,FALSE,PU
Zorua,570,Dark,,Illusion,,,27.6,330,40,65,40,80,40,65,TRUE,PU
HisuianZorua,570.1,Normal,Ghost,Illusion,,,27.6,330,35,60,40,85,40,70,TRUE,PU
Zoroark,571,Dark,,Illusion,,,178.8,510,60,105,60,120,60,105,TRUE,NU
HisuianZoroark,571.1,Normal,Ghost,Illusion,,,160.9,510,60,105,60,120,60,105,TRUE,OU
Minccino,572,Normal,,Cute Charm,Technician,Skill Link,12.8,300,55,50,40,40,40,75,FALSE,PU
Cinccino,573,Normal,,Cute Charm,Technician,Skill Link,16.5,470,75,95,60,65,60,115,FALSE,PU
Gothita,574,Psychic,,Frisk,Competitive,Shadow Tag,12.8,290,45,30,50,55,65,45,TRUE,PU
Gothorita,575,Psychic,,Frisk,Competitive,Shadow Tag,39.7,390,60,45,70,75,85,55,TRUE,PU
Gothitelle,576,Psychic,,Frisk,Competitive,Shadow Tag,97,490,70,55,95,95,110,65,TRUE,PU
Solosis,577,Psychic,,Overcoat,Magic Guard,Regenerator,2.2,290,45,30,40,105,50,20,FALSE,PU
Duosion,578,Psychic,,Overcoat,Magic Guard,Regenerator,17.6,370,65,40,50,125,60,30,FALSE,PU
Reuniclus,579,Psychic,,Overcoat,Magic Guard,Regenerator,44.3,490,110,65,75,125,85,30,FALSE,RU
Ducklett,580,Water,Flying,Keen Eye,Big Pecks,Hydration,12.1,305,62,44,50,44,50,55,FALSE,PU
Swanna,581,Water,Flying,Keen Eye,Big Pecks,Hydration,53.4,473,75,87,63,87,63,98,FALSE,PU
Vanillite,582,Ice,,Ice Body,Snow Cloak,Weak Armor,12.6,305,36,50,50,65,60,44,FALSE,PU
Vanillish,583,Ice,,Ice Body,Snow Cloak,Weak Armor,90.4,395,51,65,65,80,75,59,FALSE,PU
Vanilluxe,584,Ice,,Ice Body,Snow Warning,Weak Armor,126.8,535,71,95,85,110,95,79,FALSE,NU
Deerling,585,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,43,335,60,60,50,40,50,75,TRUE,PU
Sawsbuck,586,Normal,Grass,Chlorophyll,Sap Sipper,Serene Grace,203.9,475,80,100,70,60,70,95,TRUE,PU
Emolga,587,Electric,Flying,Static,,Motor Drive,11,428,55,75,60,75,60,103,FALSE,PU
Karrablast,588,Bug,,Swarm,Shed Skin,No Guard,13,315,50,75,45,40,45,60,FALSE,PU
Escavalier,589,Bug,Steel,Swarm,Shell Armor,Overcoat,72.8,495,70,135,105,60,105,20,FALSE,NU
Foongus,590,Grass,Poison,Effect Spore,,Regenerator,2.2,294,69,55,45,55,55,15,TRUE,PU
Amoonguss,591,Grass,Poison,Effect Spore,,Regenerator,23.1,464,114,85,70,85,80,30,TRUE,OU
Frillish,592,Water,Ghost,Water Absorb,Cursed Body,Damp,72.8,335,55,40,50,65,85,40,FALSE,PU
Jellicent,593,Water,Ghost,Water Absorb,Cursed Body,Damp,297.6,480,100,60,70,85,105,60,FALSE,PU
Alomomola,594,Water,,Healer,Hydration,Regenerator,69.7,470,165,75,80,40,45,65,TRUE,RU
Joltik,595,Bug,Electric,Compound Eyes,Unnerve,Swarm,1.3,319,50,47,50,57,50,65,FALSE,PU
Galvantula,596,Bug,Electric,Compound Eyes,Unnerve,Swarm,31.5,472,70,77,60,97,60,108,FALSE,PU
Ferroseed,597,Grass,Steel,Iron Barbs,,,41.4,305,44,50,91,24,86,10,FALSE,PU
Ferrothorn,598,Grass,Steel,Iron Barbs,,Anticipation,242.5,489,74,94,131,54,116,20,FALSE,OU
Klink,599,Steel,,Plus,Minus,Clear Body,46.3,300,40,55,70,45,60,30,FALSE,PU
Klang,600,Steel,,Plus,Minus,Clear Body,112.4,440,60,80,95,70,85,50,FALSE,PU
Klinklang,601,Steel,,Plus,Minus,Clear Body,178.6,520,60,100,115,70,85,90,FALSE,PU
Tynamo,602,Electric,,Levitate,,,0.7,275,35,55,40,45,40,60,TRUE,PU
Eelektrik,603,Electric,,Levitate,,,48.5,405,65,85,70,75,70,40,TRUE,PU
Eelektross,604,Electric,,Levitate,,,177.5,515,85,115,80,105,80,50,TRUE,NU
Elgyem,605,Psychic,,Telepathy,Synchronize,Analytic,19.8,335,55,55,55,85,55,30,FALSE,PU
Beheeyem,606,Psychic,,Telepathy,Synchronize,Analytic,76.1,485,75,75,75,125,95,40,FALSE,PU
Litwick,607,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,6.8,275,50,30,55,65,55,20,FALSE,PU
Lampent,608,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,28.7,370,60,40,60,95,60,55,FALSE,PU
Chandelure,609,Ghost,Fire,Flash Fire,Flame Body,Infiltrator,75.6,520,60,55,90,145,90,80,FALSE,RU
Axew,610,Dragon,,Rivalry,Mold Breaker,Unnerve,39.7,320,46,87,60,30,40,57,TRUE,PU
Fraxure,611,Dragon,,Rivalry,Mold Breaker,Unnerve,79.4,410,66,117,70,40,50,67,TRUE,PU
Haxorus,612,Dragon,,Rivalry,Mold Breaker,Unnerve,232.6,540,76,147,90,60,70,97,TRUE,UU
Cubchoo,613,Ice,,Snow Cloak,Slush Rush,Rattled,18.7,305,55,70,40,60,40,40,TRUE,PU
